tic,date,neg,neu,pos,compound
CCL,2023-12-29,0.0,0.769,0.231,0.2023
CCL,2024-01-01,0.1325,0.8125,0.055,0.03465
CCL,2024-01-03,0.0,0.9353333333333333,0.06466666666666666,0.11333333333333334
CCL,2024-01-04,0.0,1.0,0.0,0.0
CCL,2024-01-05,0.0,0.7775,0.22249999999999998,0.21395
CCL,2024-01-06,0.0,1.0,0.0,0.0
CCL,2024-01-08,0.0,0.87,0.13,0.2601333333333333
CCL,2024-01-09,0.0,1.0,0.0,0.0
CCL,2024-01-10,0.0,1.0,0.0,0.0
CCL,2024-01-11,0.0,0.9448000000000001,0.055200000000000006,0.12738
CCL,2024-01-15,0.0,1.0,0.0,0.0
CCL,2024-01-20,0.0,1.0,0.0,0.0
CCL,2024-01-21,0.0,1.0,0.0,0.0
CCL,2024-01-22,0.0,0.8225999999999999,0.1774,0.38714
CCL,2024-01-23,0.0,0.6565,0.3435,0.6974
CCL,2024-01-24,0.0,1.0,0.0,0.0
CCL,2024-01-25,0.0,1.0,0.0,0.0
CCL,2024-01-27,0.0,0.645,0.355,0.5267
CCL,2024-01-28,0.0,1.0,0.0,0.0
CCL,2024-01-30,0.0,0.791,0.20900000000000002,0.5106
CCL,2024-01-31,0.0,0.9390000000000001,0.061,0.1806
CCL,2024-02-01,0.0,1.0,0.0,0.0
CCL,2024-02-03,0.0,0.656,0.344,0.6369
CDNS,2023-10-23,0.0,1.0,0.0,0.0
CDNS,2023-10-24,0.0,0.921625,0.078375,0.1343875
CDNS,2023-10-25,0.0,0.95825,0.04175,0.025675
CDNS,2023-10-26,0.0,1.0,0.0,0.0
CDNS,2023-10-27,0.0,0.656,0.344,0.6369
CDNS,2023-10-30,0.0,1.0,0.0,0.0
CDNS,2023-10-31,0.0,0.839,0.161,0.3182
CDNS,2023-11-02,0.0925,0.9075,0.0,-0.26335
CDNS,2023-11-03,0.0,1.0,0.0,0.0
CDNS,2023-11-04,0.0,0.864,0.136,0.296
CDNS,2023-11-06,0.0,0.472,0.528,0.7717
CDNS,2023-11-09,0.0,1.0,0.0,0.0
CDNS,2023-11-10,0.0,0.796,0.204,0.3182
CDNS,2023-11-13,0.0,0.722,0.278,0.4019
CDNS,2023-11-14,0.0,0.7,0.3,0.4588
CDNS,2023-11-15,0.0,0.841,0.159,0.31845
CDNS,2023-11-16,0.0,0.607,0.393,0.6729
CDNS,2023-11-19,0.0,1.0,0.0,0.0
CDNS,2023-11-20,0.0,0.78225,0.21775,0.4572
CDNS,2023-11-21,0.0,0.818,0.182,0.25
CDNS,2023-11-22,0.0,1.0,0.0,0.0
CDNS,2023-11-25,0.32,0.68,0.0,-0.5106
CDNS,2023-11-28,0.0,1.0,0.0,0.0
CDNS,2023-11-29,0.0,1.0,0.0,0.0
CDNS,2023-11-30,0.0,0.671,0.329,0.6597
CDNS,2023-12-01,0.05333333333333334,0.872,0.07466666666666667,0.03619999999999999
CDNS,2023-12-04,0.0,0.629,0.371,0.7096
CDNS,2023-12-05,0.0,0.625,0.375,0.6369
CDNS,2023-12-07,0.0,0.847,0.153,0.26335
CDNS,2023-12-12,0.0,1.0,0.0,0.0
CDNS,2023-12-13,0.0,0.755,0.245,0.3818
CDNS,2023-12-14,0.0,0.759,0.241,0.5423
CDNS,2023-12-15,0.0,0.863,0.137,0.2263
CDNS,2023-12-18,0.0,0.8290000000000001,0.171,0.2406
CDNS,2023-12-19,0.07233333333333333,0.8296666666666667,0.09799999999999999,-0.0252
CDNS,2023-12-20,0.0,0.839,0.161,0.3182
CDNS,2023-12-21,0.0,0.628,0.372,0.5544
CDNS,2023-12-22,0.0,0.9099999999999999,0.09,0.148
CDNS,2023-12-24,0.0,0.729,0.271,0.3818
CDNS,2023-12-27,0.248,0.752,0.0,-0.3875
CDNS,2024-01-03,0.1885,0.705,0.1065,-0.125
CDNS,2024-01-04,0.0,1.0,0.0,0.0
CDNS,2024-01-05,0.0,1.0,0.0,0.0
CDNS,2024-01-08,0.0,1.0,0.0,0.0
CDNS,2024-01-09,0.0,0.811,0.189,0.1027
CDNS,2024-01-11,0.0,1.0,0.0,0.0
CDNS,2024-01-12,0.0,0.639,0.36100000000000004,0.53325
CDNS,2024-01-14,0.0,0.753,0.247,0.3818
CDNS,2024-01-16,0.0,0.756,0.244,0.6369
CDNS,2024-01-17,0.0,0.794,0.206,0.31845
CDNS,2024-01-18,0.0,1.0,0.0,0.0
CDNS,2024-01-19,0.0,1.0,0.0,0.0
CDNS,2024-01-22,0.0,0.7625,0.2375,0.48845000000000005
CDNS,2024-01-23,0.0,0.641,0.359,0.4215
CDNS,2024-01-26,0.0,1.0,0.0,0.0
CDNS,2024-01-27,0.0,0.82,0.18,0.296
CDNS,2024-01-29,0.0,0.788,0.212,0.3548
CDNS,2024-01-30,0.0,0.774,0.226,0.4215
CDNS,2024-01-31,0.0,1.0,0.0,0.0
CDNS,2024-02-01,0.0,0.891,0.10900000000000001,0.2136
CDNS,2024-02-02,0.0,0.769,0.231,0.4019
CDW,2022-10-19,0.0,0.909,0.091,0.125
CDW,2022-10-20,0.0,0.532,0.468,0.8316
CDW,2022-10-26,0.0,1.0,0.0,0.0
CDW,2022-10-31,0.0,1.0,0.0,0.0
CDW,2022-11-02,0.0,0.8892500000000001,0.11075,0.15355
CDW,2022-11-04,0.0,0.721,0.279,0.4767
CDW,2022-11-05,0.0,1.0,0.0,0.0
CDW,2022-11-15,0.0,0.794,0.206,0.3818
CDW,2022-11-16,0.0,0.656,0.344,0.4939
CDW,2022-11-18,0.0,0.762,0.238,0.3612
CDW,2022-12-02,0.0,0.7905,0.2095,0.37895
CDW,2022-12-05,0.0,0.872,0.128,0.4215
CDW,2022-12-14,0.0,0.878,0.122,0.3612
CDW,2022-12-16,0.0,0.809,0.191,0.5106
CDW,2022-12-30,0.0,0.68,0.32,0.5106
CDW,2023-01-05,0.0,0.7565,0.2435,0.3454
CDW,2023-01-14,0.0,0.787,0.213,0.2263
CDW,2023-01-15,0.0,1.0,0.0,0.0
CDW,2023-01-20,0.0,0.804,0.196,0.296
CDW,2023-01-25,0.0,1.0,0.0,0.0
CDW,2023-02-06,0.0,1.0,0.0,0.0
CDW,2023-02-08,0.0,0.892,0.108,0.23026666666666665
CDW,2023-02-09,0.0,1.0,0.0,0.0
CDW,2023-02-10,0.31,0.69,0.0,-0.4019
CDW,2023-02-18,0.0,0.762,0.238,0.3612
CDW,2023-02-21,0.0,1.0,0.0,0.0
CDW,2023-02-26,0.0,0.522,0.478,0.6705
CDW,2023-03-04,0.0,1.0,0.0,0.0
CDW,2023-03-28,0.0,1.0,0.0,0.0
CDW,2023-04-13,0.0,0.734,0.266,0.4404
CDW,2023-04-18,0.0,1.0,0.0,0.0
CDW,2023-04-19,0.0,1.0,0.0,0.0
CDW,2023-04-21,0.0,1.0,0.0,0.0
CDW,2023-04-24,0.0,1.0,0.0,0.0
CDW,2023-04-26,0.0,1.0,0.0,0.0
CDW,2023-05-01,0.0,1.0,0.0,0.0
CDW,2023-05-03,0.0,0.946,0.054,0.074
CDW,2023-05-04,0.0,1.0,0.0,0.0
CDW,2023-05-08,0.0,1.0,0.0,0.0
CDW,2023-05-11,0.0,0.795,0.205,0.2023
CDW,2023-05-18,0.0875,0.7384999999999999,0.1745,0.09345
CDW,2023-05-25,0.0,0.852,0.148,0.3818
CDW,2023-06-09,0.0,1.0,0.0,0.0
CDW,2023-06-21,0.0,1.0,0.0,0.0
CDW,2023-07-14,0.0,0.551,0.449,0.6908
CDW,2023-07-19,0.0,1.0,0.0,0.0
CDW,2023-07-20,0.0,0.522,0.478,0.6705
CDW,2023-07-25,0.0,0.476,0.524,0.7207
CDW,2023-07-31,0.0,1.0,0.0,0.0
CDW,2023-08-01,0.0,1.0,0.0,0.0
CDW,2023-08-02,0.0,0.869,0.131,0.20657142857142857
CDW,2023-08-11,0.0,0.629,0.371,0.6486
CDW,2023-09-14,0.0,0.543,0.457,0.6369
CDW,2023-09-26,0.0,0.659,0.341,0.5667
CDW,2023-10-03,0.0,0.659,0.341,0.5667
CDW,2023-10-04,0.0,0.777,0.223,0.3182
CDW,2023-10-10,0.0,1.0,0.0,0.0
CDW,2023-10-17,0.0,1.0,0.0,0.0
CDW,2023-10-18,0.0,1.0,0.0,0.0
CDW,2023-10-23,0.114,0.53,0.356,0.4939
CDW,2023-10-30,0.0,1.0,0.0,0.0
CDW,2023-10-31,0.0,0.769,0.231,0.2732
CDW,2023-11-01,0.0,0.9385,0.0615,0.10236666666666666
CDW,2023-11-02,0.0,1.0,0.0,0.0
CDW,2023-11-13,0.0,1.0,0.0,0.0
CDW,2023-11-14,0.0,1.0,0.0,0.0
CDW,2023-11-21,0.0,1.0,0.0,0.0
CDW,2023-12-01,0.0,1.0,0.0,0.0
CDW,2023-12-08,0.0,1.0,0.0,0.0
CDW,2023-12-11,0.0,1.0,0.0,0.0
CDW,2024-01-24,0.0,1.0,0.0,0.0
CDW,2024-02-02,0.0,1.0,0.0,0.0
CE,2023-05-10,0.0,0.874,0.126,0.20095
CE,2023-05-11,0.0,1.0,0.0,0.0
CE,2023-05-18,0.0,0.708,0.292,0.3566
CE,2023-05-22,0.0,0.769,0.231,0.4019
CE,2023-05-24,0.0,0.769,0.231,0.2023
CE,2023-05-30,0.0,1.0,0.0,0.0
CE,2023-06-04,0.0,0.763,0.237,0.4215
CE,2023-06-08,0.0,1.0,0.0,0.0
CE,2023-06-14,0.0,1.0,0.0,0.0
CE,2023-06-21,0.286,0.714,0.0,-0.25
CE,2023-06-22,0.0,0.7515000000000001,0.2485,0.41695000000000004
CE,2023-06-23,0.1565,0.8435,0.0,-0.23835
CE,2023-06-29,0.0,0.809,0.191,0.5106
CE,2023-07-05,0.0,0.9165,0.0835,0.10115
CE,2023-07-11,0.0,1.0,0.0,0.0
CE,2023-07-18,0.196,0.804,0.0,-0.296
CE,2023-07-19,0.0,0.784,0.216,0.296
CE,2023-07-23,0.0,0.803,0.197,0.4019
CE,2023-08-04,0.0,1.0,0.0,0.0
CE,2023-08-07,0.0465,0.9535,0.0,-0.038275
CE,2023-08-08,0.0,1.0,0.0,0.0
CE,2023-08-09,0.1455,0.8545,0.0,-0.23835
CE,2023-08-10,0.055,0.8965000000000001,0.0485,-0.0386
CE,2023-08-14,0.242,0.67,0.088,-0.4588
CE,2023-08-15,0.156,0.68,0.163,0.0258
CE,2023-08-16,0.223,0.625,0.152,-0.2023
CE,2023-08-18,0.0,1.0,0.0,0.0
CE,2023-08-19,0.0,1.0,0.0,0.0
CE,2023-08-24,0.1205,0.6725,0.20700000000000002,0.2023
CE,2023-08-28,0.107,0.421,0.472,0.7783
CE,2023-08-29,0.06,0.8786666666666667,0.06133333333333333,-0.031233333333333325
CE,2023-09-06,0.114,0.815,0.071,-0.1366
CE,2023-09-12,0.0,0.8875,0.1125,0.24695
CE,2023-09-13,0.0,1.0,0.0,0.0
CE,2023-09-15,0.0,1.0,0.0,0.0
CE,2023-09-16,0.0,1.0,0.0,0.0
CE,2023-09-27,0.0,1.0,0.0,0.0
CE,2023-09-29,0.0,1.0,0.0,0.0
CE,2023-10-02,0.0,0.768,0.232,0.31845
CE,2023-10-04,0.0,1.0,0.0,0.0
CE,2023-10-12,0.0,0.804,0.196,0.296
CE,2023-10-14,0.0,0.735,0.265,0.2023
CE,2023-10-16,0.0,1.0,0.0,0.0
CE,2023-10-18,0.0,0.892,0.108,0.148
CE,2023-10-23,0.05466666666666667,0.816,0.12933333333333333,0.15293333333333334
CE,2023-10-26,0.0,1.0,0.0,0.0
CE,2023-10-30,0.0,1.0,0.0,0.0
CE,2023-11-01,0.0,1.0,0.0,0.0
CE,2023-11-06,0.030333333333333334,0.8646666666666666,0.10516666666666667,0.12003333333333333
CE,2023-11-07,0.093,0.907,0.0,-0.07655
CE,2023-11-08,0.0,1.0,0.0,0.0
CE,2023-11-14,0.0,1.0,0.0,0.0
CE,2023-11-15,0.0,0.8180000000000001,0.182,0.36819999999999997
CE,2023-11-17,0.228,0.614,0.158,-0.2023
CE,2023-11-21,0.0,1.0,0.0,0.0
CE,2023-11-29,0.0,1.0,0.0,0.0
CE,2023-12-01,0.0,1.0,0.0,0.0
CE,2023-12-05,0.125,0.875,0.0,-0.2288
CE,2023-12-06,0.0,1.0,0.0,0.0
CE,2023-12-08,0.0,1.0,0.0,0.0
CE,2023-12-15,0.0,1.0,0.0,0.0
CE,2024-01-09,0.0,0.809,0.191,0.3818
CE,2024-01-10,0.0,1.0,0.0,0.0
CE,2024-01-11,0.0,0.857,0.143,0.17
CE,2024-01-17,0.0,0.804,0.196,0.296
CE,2024-01-22,0.0,0.828,0.172,0.4404
CE,2024-01-24,0.0,1.0,0.0,0.0
CE,2024-01-25,0.0,1.0,0.0,0.0
CEG,2022-02-02,0.0,1.0,0.0,0.0
CEG,2022-02-03,0.0,0.826,0.174,0.2732
CEG,2022-02-08,0.0,0.656,0.344,0.2732
CEG,2022-03-07,0.0,0.857,0.143,0.26335
CEG,2022-03-24,0.0,1.0,0.0,0.0
CEG,2022-03-28,0.0,1.0,0.0,0.0
CEG,2022-04-01,0.0,1.0,0.0,0.0
CEG,2022-04-06,0.231,0.769,0.0,-0.4019
CEG,2022-04-19,0.0,0.824,0.176,0.4588
CEG,2022-04-20,0.0,0.743,0.257,0.5423
CEG,2022-04-26,0.0,0.656,0.344,0.2732
CEG,2022-05-12,0.0,0.844,0.156,0.3062
CEG,2022-05-17,0.0,0.861,0.139,0.2732
CEG,2022-06-10,0.0,0.833,0.167,0.3818
CEG,2022-06-21,0.0,0.541,0.459,0.7003
CEG,2022-07-01,0.128,0.61,0.262,0.296
CEG,2022-07-12,0.0,1.0,0.0,0.0
CEG,2022-07-13,0.0,0.851,0.149,0.2732
CEG,2022-07-26,0.0,0.656,0.344,0.2732
CEG,2022-07-27,0.118,0.73,0.152,0.1531
CEG,2022-07-28,0.0,0.87,0.13,0.2732
CEG,2022-07-29,0.0,0.688,0.312,0.6124
CEG,2022-08-02,0.0,0.683,0.317,0.50415
CEG,2022-08-03,0.0,1.0,0.0,0.0
CEG,2022-08-04,0.0,1.0,0.0,0.0
CEG,2022-08-06,0.0,0.647,0.353,0.5994
CEG,2022-08-07,0.218,0.449,0.333,0.2023
CEG,2022-08-08,0.0,0.84,0.16,0.2732
CEG,2022-09-07,0.285,0.511,0.204,-0.4404
CEG,2022-09-08,0.0,1.0,0.0,0.0
CEG,2022-09-19,0.0,0.848,0.152,0.34
CEG,2022-09-21,0.0,0.769,0.231,0.5859
CEG,2022-09-28,0.0,0.586,0.414,0.8481
CEG,2022-10-19,0.0,1.0,0.0,0.0
CEG,2022-10-20,0.0,0.826,0.174,0.2732
CEG,2022-10-31,0.0,0.8280000000000001,0.172,0.1366
CEG,2022-11-08,0.051,0.8095,0.1395,0.2155
CEG,2022-12-12,0.0,0.719,0.281,0.4404
CEG,2023-01-06,0.208,0.792,0.0,-0.2732
CEG,2023-01-30,0.137,0.6635,0.1995,0.10815000000000002
CEG,2023-01-31,0.0,1.0,0.0,0.0
CEG,2023-02-06,0.0,0.827,0.173,0.3182
CEG,2023-02-13,0.0,0.635,0.365,0.5574
CEG,2023-02-16,0.0,1.0,0.0,0.0
CEG,2023-02-21,0.0,0.608,0.392,0.7269
CEG,2023-02-23,0.296,0.704,0.0,-0.7096
CEG,2023-03-07,0.0,0.745,0.255,0.4767
CEG,2023-03-09,0.0,0.769,0.231,0.5859
CEG,2023-04-26,0.0,0.656,0.344,0.2732
CEG,2023-05-04,0.0,0.758,0.242,0.6249
CEG,2023-05-11,0.0,1.0,0.0,0.0
CEG,2023-05-23,0.0,0.569,0.431,0.6486
CEG,2023-05-24,0.0,0.839,0.161,0.3612
CEG,2023-06-01,0.0,0.84,0.16,0.2732
CEG,2023-06-08,0.0,1.0,0.0,0.0
CEG,2023-06-14,0.0,0.602,0.398,0.6486
CEG,2023-06-21,0.0,0.816,0.184,0.2023
CEG,2023-06-28,0.0,1.0,0.0,0.0
CEG,2023-06-29,0.0,0.579,0.421,0.7906
CEG,2023-07-12,0.0,0.857,0.143,0.3612
CEG,2023-07-20,0.0,0.568,0.432,0.765
CEG,2023-07-27,0.0,0.839,0.161,0.3182
CEG,2023-08-01,0.0,0.5745,0.4255,0.50415
CEG,2023-08-03,0.0,1.0,0.0,0.0
CEG,2023-08-07,0.0,0.856,0.144,0.4019
CEG,2023-08-30,0.0,0.631,0.369,0.6249
CEG,2023-09-14,0.0,0.861,0.139,0.2732
CEG,2023-09-18,0.0,0.87,0.13,0.2732
CEG,2023-09-21,0.0,1.0,0.0,0.0
CEG,2023-10-11,0.0,1.0,0.0,0.0
CEG,2023-10-16,0.0,0.568,0.432,0.836
CEG,2023-10-22,0.0,1.0,0.0,0.0
CEG,2023-11-01,0.0,1.0,0.0,0.0
CEG,2023-11-02,0.0,0.656,0.344,0.2732
CEG,2023-11-06,0.0,0.858,0.14200000000000002,0.1585
CEG,2023-11-13,0.0,0.6475,0.3525,0.5546
CEG,2023-11-15,0.179,0.65,0.171,-0.0258
CEG,2023-11-21,0.0,0.616,0.384,0.6808
CEG,2023-11-27,0.0,0.442,0.558,0.743
CEG,2023-12-06,0.0,0.87,0.13,0.2732
CEG,2023-12-13,0.0,0.656,0.344,0.4939
CEG,2023-12-14,0.0,0.769,0.231,0.2732
CEG,2023-12-21,0.0,0.441,0.559,0.765
CEG,2024-01-26,0.0,0.811,0.189,0.2732
CF,2023-07-02,0.1115,0.8885000000000001,0.0,-0.1591
CF,2023-07-03,0.0,0.806,0.194,0.34
CF,2023-07-05,0.0,0.714,0.286,0.4215
CF,2023-07-06,0.0,0.809,0.19099999999999998,0.25723333333333337
CF,2023-07-08,0.0,1.0,0.0,0.0
CF,2023-07-10,0.0,1.0,0.0,0.0
CF,2023-07-18,0.0,1.0,0.0,0.0
CF,2023-07-25,0.0,0.903,0.097,0.17
CF,2023-07-26,0.0,1.0,0.0,0.0
CF,2023-08-02,0.0,0.91125,0.08875,0.12765
CF,2023-08-03,0.0835,0.9165,0.0,-0.07655
CF,2023-08-04,0.0,1.0,0.0,0.0
CF,2023-08-08,0.0,1.0,0.0,0.0
CF,2023-08-09,0.0,0.464,0.536,0.7964
CF,2023-08-10,0.0,0.789,0.211,0.34
CF,2023-08-11,0.0,0.815,0.185,0.3612
CF,2023-08-15,0.149,0.594,0.257,0.2732
CF,2023-08-21,0.0,0.857,0.143,0.25
CF,2023-08-23,0.0,1.0,0.0,0.0
CF,2023-08-28,0.0,0.8493333333333334,0.15066666666666664,0.2722333333333333
CF,2023-09-01,0.0,1.0,0.0,0.0
CF,2023-09-05,0.0,0.82375,0.17625000000000002,0.268175
CF,2023-09-11,0.0,1.0,0.0,0.0
CF,2023-09-12,0.0,1.0,0.0,0.0
CF,2023-09-14,0.0,0.7839999999999999,0.21599999999999997,0.4630666666666667
CF,2023-09-18,0.0,1.0,0.0,0.0
CF,2023-09-20,0.0,0.645,0.355,0.5267
CF,2023-09-26,0.0,0.7245,0.27549999999999997,0.41135
CF,2023-10-03,0.272,0.728,0.0,-0.6249
CF,2023-10-04,0.0,0.571,0.429,0.5423
CF,2023-10-05,0.0,1.0,0.0,0.0
CF,2023-10-09,0.0,0.7838333333333333,0.21616666666666665,0.3552666666666666
CF,2023-10-11,0.0,1.0,0.0,0.0
CF,2023-10-16,0.0,0.613,0.387,0.6497
CF,2023-10-17,0.0,1.0,0.0,0.0
CF,2023-10-18,0.0,0.547,0.453,0.7003
CF,2023-10-23,0.0,0.7605,0.2395,0.5106
CF,2023-10-24,0.0,1.0,0.0,0.0
CF,2023-10-25,0.0,0.903,0.097,0.17
CF,2023-10-31,0.0,1.0,0.0,0.0
CF,2023-11-01,0.0,0.9512,0.048799999999999996,0.08808
CF,2023-11-02,0.2535,0.7464999999999999,0.0,-0.36755
CF,2023-11-03,0.0,1.0,0.0,0.0
CF,2023-11-14,0.0,1.0,0.0,0.0
CF,2023-11-15,0.0,1.0,0.0,0.0
CF,2023-11-16,0.0,0.866,0.134,0.26335
CF,2023-11-17,0.228,0.614,0.158,-0.2023
CF,2023-11-21,0.0,0.8705,0.1295,0.21075
CF,2023-11-28,0.0,1.0,0.0,0.0
CF,2023-12-01,0.0,1.0,0.0,0.0
CF,2023-12-04,0.0,1.0,0.0,0.0
CF,2023-12-09,0.0,0.715,0.285,0.4927
CF,2023-12-11,0.0,0.909,0.091,0.0258
CF,2023-12-12,0.0,1.0,0.0,0.0
CF,2023-12-21,0.0,1.0,0.0,0.0
CF,2024-01-05,0.0,1.0,0.0,0.0
CF,2024-01-18,0.0,1.0,0.0,0.0
CF,2024-01-25,0.103,0.708,0.189,0.2993
CF,2024-01-26,0.0,0.806,0.194,0.34
CF,2024-01-29,0.0,1.0,0.0,0.0
CF,2024-01-31,0.0,0.796,0.204,0.3182
CF,2024-02-01,0.0,1.0,0.0,0.0
CFG,2023-09-13,0.0,0.8845000000000001,0.1155,0.2553
CFG,2023-09-14,0.0,1.0,0.0,0.0
CFG,2023-09-18,0.0,0.803,0.197,0.4019
CFG,2023-09-19,0.0,1.0,0.0,0.0
CFG,2023-09-20,0.0,1.0,0.0,0.0
CFG,2023-09-21,0.0,0.6,0.4,0.6124
CFG,2023-09-25,0.0,0.8125,0.1875,0.31845
CFG,2023-10-06,0.0,0.7885,0.21150000000000002,0.4033
CFG,2023-10-11,0.0,1.0,0.0,0.0
CFG,2023-10-12,0.0,1.0,0.0,0.0
CFG,2023-10-13,0.0,1.0,0.0,0.0
CFG,2023-10-18,0.038400000000000004,0.9159,0.045700000000000005,0.019530000000000002
CFG,2023-10-19,0.0854,0.7874,0.127,0.13164
CFG,2023-10-20,0.0,0.638,0.362,0.6249
CFG,2023-10-23,0.0,1.0,0.0,0.0
CFG,2023-10-25,0.0,1.0,0.0,0.0
CFG,2023-10-27,0.0,0.828,0.172,0.3612
CFG,2023-10-30,0.06033333333333333,0.9396666666666667,0.0,-0.1589
CFG,2023-11-03,0.1695,0.5980000000000001,0.2325,0.10109999999999997
CFG,2023-11-05,0.531,0.469,0.0,-0.7783
CFG,2023-11-06,0.0,1.0,0.0,0.0
CFG,2023-11-07,0.064,0.9359999999999999,0.0,-0.119175
CFG,2023-11-17,0.228,0.614,0.158,-0.2023
CFG,2023-11-21,0.0,1.0,0.0,0.0
CFG,2023-11-23,0.0,0.682,0.318,0.6369
CFG,2023-11-26,0.0,1.0,0.0,0.0
CFG,2023-11-27,0.0,1.0,0.0,0.0
CFG,2023-12-01,0.0,0.714,0.286,0.34
CFG,2023-12-05,0.0,0.658,0.342,0.3818
CFG,2023-12-06,0.256,0.744,0.0,-0.4767
CFG,2023-12-07,0.0,0.729,0.271,0.3818
CFG,2023-12-11,0.0,1.0,0.0,0.0
CFG,2023-12-12,0.0,1.0,0.0,0.0
CFG,2023-12-13,0.098,0.792,0.11,0.09035000000000001
CFG,2023-12-14,0.101,0.74525,0.15375,0.09547500000000002
CFG,2023-12-18,0.0,0.781,0.219,0.4215
CFG,2023-12-19,0.0,1.0,0.0,0.0
CFG,2023-12-29,0.0,0.74,0.26,0.2755
CFG,2023-12-30,0.0,0.709,0.291,0.4784
CFG,2024-01-10,0.0,0.8686666666666666,0.13133333333333333,0.21230000000000002
CFG,2024-01-11,0.0,1.0,0.0,0.0
CFG,2024-01-16,0.0,1.0,0.0,0.0
CFG,2024-01-17,0.034076923076923074,0.8613076923076922,0.10461538461538461,0.1282923076923077
CFG,2024-01-18,0.04625,0.8335,0.12025,0.11284999999999999
CFG,2024-01-24,0.398,0.602,0.0,-0.5106
CFG,2024-01-29,0.0,1.0,0.0,0.0
CFG,2024-01-30,0.0,1.0,0.0,0.0
CHD,2023-08-02,0.167,0.833,0.0,-0.1531
CHD,2023-08-04,0.0,0.755,0.245,0.41135
CHD,2023-08-07,0.0,1.0,0.0,0.0
CHD,2023-08-09,0.0,1.0,0.0,0.0
CHD,2023-08-17,0.0,0.778,0.222,0.25
CHD,2023-08-28,0.0,0.9079999999999999,0.092,0.10115
CHD,2023-08-31,0.0,1.0,0.0,0.0
CHD,2023-09-07,0.0,0.774,0.22599999999999998,0.40835
CHD,2023-09-08,0.033,0.88,0.0875,-0.037950000000000005
CHD,2023-09-13,0.0,0.8839999999999999,0.11599999999999999,0.1655
CHD,2023-10-02,0.0,0.8180000000000001,0.182,0.2294
CHD,2023-10-05,0.448,0.552,0.0,-0.7579
CHD,2023-10-06,0.153,0.694,0.153,0.0
CHD,2023-10-16,0.0,0.367,0.633,0.7845
CHD,2023-10-18,0.0,0.73875,0.26125,0.454575
CHD,2023-10-19,0.0,0.9023333333333333,0.09766666666666667,0.1468
CHD,2023-10-20,0.0,0.903,0.097,0.14695000000000003
CHD,2023-10-25,0.0,0.866,0.134,0.25853333333333334
CHD,2023-10-26,0.0,0.8226666666666667,0.17733333333333334,0.25976666666666665
CHD,2023-10-27,0.04175,0.92675,0.0315,-0.018975000000000002
CHD,2023-10-30,0.066625,0.919,0.014375,-0.08917499999999999
CHD,2023-10-31,0.0,0.9,0.1,0.125
CHD,2023-11-01,0.0,1.0,0.0,0.0
CHD,2023-11-02,0.0,0.8425,0.1575,0.1752
CHD,2023-11-03,0.02125,0.9561666666666667,0.022583333333333334,0.017666666666666667
CHD,2023-11-04,0.0,1.0,0.0,0.0
CHD,2023-11-05,0.0,1.0,0.0,0.0
CHD,2023-11-07,0.0,1.0,0.0,0.0
CHD,2023-11-14,0.0,1.0,0.0,0.0
CHD,2023-11-16,0.187,0.452,0.361,0.4019
CHD,2023-11-22,0.0,0.696,0.304,0.5411
CHD,2023-12-01,0.143,0.529,0.328,0.5423
CHD,2023-12-07,0.1775,0.7070000000000001,0.1155,-0.16219999999999996
CHD,2023-12-14,0.289,0.516,0.195,-0.2292
CHD,2023-12-20,0.0,0.619,0.381,0.5719
CHD,2024-01-16,0.0,1.0,0.0,0.0
CHD,2024-01-19,0.0,0.833,0.167,0.25
CHD,2024-01-24,0.0,1.0,0.0,0.0
CHD,2024-01-25,0.0,1.0,0.0,0.0
CHD,2024-01-26,0.0715,0.8245,0.104,0.064
CHD,2024-01-30,0.0,0.8109999999999999,0.189,0.31845
CHD,2024-02-01,0.0,1.0,0.0,0.0
CHD,2024-02-02,0.014444444444444446,0.9184444444444444,0.06711111111111111,0.12135555555555556
CHD,2024-02-03,0.0,1.0,0.0,0.0
CHRW,2023-07-07,0.314,0.686,0.0,-0.4939
CHRW,2023-07-11,0.0,0.775,0.225,0.4404
CHRW,2023-07-26,0.0,1.0,0.0,0.0
CHRW,2023-07-31,0.0,1.0,0.0,0.0
CHRW,2023-08-02,0.074625,0.868625,0.056624999999999995,0.0092875
CHRW,2023-08-03,0.05275,0.94725,0.0,-0.085
CHRW,2023-08-10,0.0795,0.9205,0.0,-0.0663
CHRW,2023-08-17,0.266,0.734,0.0,-0.4404
CHRW,2023-08-23,0.0,0.769,0.231,0.2023
CHRW,2023-08-29,0.0,1.0,0.0,0.0
CHRW,2023-08-31,0.0,0.7589999999999999,0.241,0.3845
CHRW,2023-09-01,0.0,0.911,0.089,0.0386
CHRW,2023-09-04,0.0,0.846,0.154,0.25
CHRW,2023-09-05,0.236,0.569,0.195,-0.128
CHRW,2023-09-07,0.222,0.556,0.222,0.0
CHRW,2023-09-11,0.0,0.9325,0.0675,0.05135
CHRW,2023-09-12,0.0,1.0,0.0,0.0
CHRW,2023-09-13,0.0,1.0,0.0,0.0
CHRW,2023-09-15,0.0,1.0,0.0,0.0
CHRW,2023-09-18,0.0,0.801,0.19899999999999998,0.4391
CHRW,2023-09-28,0.147,0.794,0.059,-0.17
CHRW,2023-10-05,0.0,1.0,0.0,0.0
CHRW,2023-10-16,0.216,0.784,0.0,-0.296
CHRW,2023-10-19,0.142,0.645,0.213,0.2732
