tic,date,neg,neu,pos,compound
ALL,2023-12-01,0.0,1.0,0.0,0.0
ALL,2023-12-05,0.0,1.0,0.0,0.0
ALL,2023-12-07,0.0,1.0,0.0,0.0
ALL,2023-12-12,0.0,0.625,0.375,0.6369
ALL,2023-12-13,0.07766666666666668,0.597,0.3253333333333333,0.4920333333333334
ALL,2023-12-14,0.0,0.8125,0.1875,0.31845
ALL,2023-12-15,0.313,0.687,0.0,-0.6249
ALL,2023-12-18,0.0,0.556,0.444,0.6808
ALL,2023-12-20,0.0,0.6405000000000001,0.3595,0.6369
ALL,2023-12-22,0.0,0.625,0.375,0.6369
ALL,2023-12-26,0.0,0.5896666666666667,0.41033333333333327,0.6954666666666668
ALL,2023-12-27,0.0,0.5875,0.4125,0.61815
ALL,2023-12-28,0.0,0.625,0.375,0.6369
ALL,2023-12-31,0.0,1.0,0.0,0.0
ALL,2024-01-02,0.268,0.732,0.0,-0.296
ALL,2024-01-03,0.0,1.0,0.0,0.0
ALL,2024-01-05,0.0,1.0,0.0,0.0
ALL,2024-01-06,0.255,0.563,0.182,-0.1779
ALL,2024-01-09,0.0,1.0,0.0,0.0
ALL,2024-01-16,0.0,1.0,0.0,0.0
ALL,2024-01-18,0.295,0.705,0.0,-0.7964
ALL,2024-01-19,0.224,0.776,0.0,-0.3818
ALL,2024-01-22,0.0,1.0,0.0,0.0
ALL,2024-01-25,0.124,0.619,0.257,0.3612
ALL,2024-01-28,0.0,0.57,0.43,0.7783
ALL,2024-01-31,0.0,1.0,0.0,0.0
ALL,2024-02-02,0.0,0.9023333333333333,0.09766666666666667,0.1468
ALLE,2023-05-26,0.0,1.0,0.0,0.0
ALLE,2023-05-30,0.0,0.889,0.111,0.125
ALLE,2023-06-01,0.0,0.629,0.371,0.6486
ALLE,2023-06-05,0.0,0.814,0.186,0.1531
ALLE,2023-06-07,0.0,0.8816666666666667,0.11833333333333333,0.17556666666666665
ALLE,2023-06-09,0.0,0.827,0.173,0.3182
ALLE,2023-06-10,0.0,0.769,0.231,0.2732
ALLE,2023-06-14,0.0,1.0,0.0,0.0
ALLE,2023-06-15,0.0,1.0,0.0,0.0
ALLE,2023-06-16,0.0,0.687,0.313,0.6249
ALLE,2023-06-19,0.0,0.611,0.389,0.61725
ALLE,2023-06-21,0.0,1.0,0.0,0.0
ALLE,2023-06-28,0.0,1.0,0.0,0.0
ALLE,2023-06-29,0.0,0.574,0.426,0.6369
ALLE,2023-07-04,0.0,1.0,0.0,0.0
ALLE,2023-07-05,0.0,0.9380000000000001,0.062,0.05103333333333334
ALLE,2023-07-06,0.0,1.0,0.0,0.0
ALLE,2023-07-10,0.0,0.821,0.179,0.34
ALLE,2023-07-11,0.0,0.794,0.206,0.3818
ALLE,2023-07-12,0.0,0.7626666666666667,0.2373333333333333,0.38083333333333336
ALLE,2023-07-17,0.149,0.851,0.0,-0.1897333333333333
ALLE,2023-07-18,0.0,0.9595,0.0405,0.1101
ALLE,2023-07-19,0.0,1.0,0.0,0.0
ALLE,2023-07-21,0.0,0.869,0.131,0.24695
ALLE,2023-07-25,0.0,0.9306666666666666,0.06933333333333333,0.09106666666666667
ALLE,2023-07-26,0.013833333333333335,0.907,0.07916666666666666,0.13273333333333334
ALLE,2023-07-31,0.0,0.8845000000000001,0.1155,0.10115
ALLE,2023-08-01,0.0,1.0,0.0,0.0
ALLE,2023-08-02,0.0,0.9165,0.0835,0.10115
ALLE,2023-08-04,0.0,0.753,0.247,0.3182
ALLE,2023-08-10,0.0835,0.9165,0.0,-0.07655
ALLE,2023-08-14,0.0,1.0,0.0,0.0
ALLE,2023-08-18,0.0,0.526,0.474,0.6597
ALLE,2023-08-25,0.0,1.0,0.0,0.0
ALLE,2023-08-28,0.0,0.748,0.252,0.4019
ALLE,2023-08-31,0.0,1.0,0.0,0.0
ALLE,2023-09-03,0.0,0.754,0.246,0.5013
ALLE,2023-09-07,0.0,0.8725,0.1275,0.17
ALLE,2023-09-12,0.0,1.0,0.0,0.0
ALLE,2023-09-15,0.0,0.549,0.451,0.4767
ALLE,2023-09-19,0.056,0.837,0.108,0.3182
ALLE,2023-09-29,0.196,0.804,0.0,-0.296
ALLE,2023-10-02,0.206,0.567,0.227,0.0772
ALLE,2023-10-05,0.0,1.0,0.0,0.0
ALLE,2023-10-08,0.0,0.738,0.262,0.5994
ALLE,2023-10-19,0.0,0.548,0.452,0.765
ALLE,2023-10-23,0.0,1.0,0.0,0.0
ALLE,2023-10-25,0.0,1.0,0.0,0.0
ALLE,2023-10-31,0.01257142857142857,0.9155714285714286,0.07185714285714286,0.11377142857142857
ALLE,2023-11-01,0.0,0.8223333333333334,0.17766666666666667,0.363
ALLE,2023-11-02,0.0,1.0,0.0,0.0
ALLE,2023-11-15,0.0,1.0,0.0,0.0
ALLE,2023-11-30,0.0,1.0,0.0,0.0
ALLE,2023-12-07,0.0,1.0,0.0,0.0
ALLE,2023-12-08,0.0,1.0,0.0,0.0
ALLE,2023-12-15,0.0,1.0,0.0,0.0
ALLE,2023-12-20,0.0,0.517,0.483,0.6808
ALLE,2024-01-05,0.0,0.69,0.31,0.4019
ALLE,2024-01-08,0.0,1.0,0.0,0.0
ALLE,2024-01-22,0.0,1.0,0.0,0.0
ALLE,2024-01-24,0.0,1.0,0.0,0.0
ALLE,2024-01-30,0.0,1.0,0.0,0.0
ALLE,2024-02-01,0.0,1.0,0.0,0.0
AMAT,2023-11-14,0.0,0.6526666666666666,0.3473333333333333,0.5183333333333333
AMAT,2023-11-15,0.042666666666666665,0.8946666666666667,0.06266666666666666,0.0593
AMAT,2023-11-16,0.056,0.8998666666666666,0.04413333333333333,-0.05393999999999999
AMAT,2023-11-17,0.05927586206896551,0.9043793103448275,0.0363448275862069,-0.04004137931034483
AMAT,2023-11-20,0.03975,0.847,0.11325,0.059375
AMAT,2023-11-21,0.0,0.784,0.216,0.5106
AMAT,2023-11-22,0.0,0.857,0.143,0.17
AMAT,2023-11-28,0.215,0.785,0.0,-0.3757
AMAT,2023-11-30,0.0,0.642,0.358,0.5994
AMAT,2023-12-01,0.0,1.0,0.0,0.0
AMAT,2023-12-04,0.345,0.442,0.212,-0.3612
AMAT,2023-12-05,0.0,0.876,0.124,0.1779
AMAT,2023-12-07,0.0,1.0,0.0,0.0
AMAT,2023-12-08,0.0,0.9,0.1,0.064
AMAT,2023-12-11,0.0,1.0,0.0,0.0
AMAT,2023-12-12,0.1185,0.808,0.0735,0.02695
AMAT,2023-12-13,0.0,1.0,0.0,0.0
AMAT,2023-12-14,0.0,1.0,0.0,0.0
AMAT,2023-12-16,0.0,1.0,0.0,0.0
AMAT,2023-12-18,0.197,0.658,0.145,-0.2023
AMAT,2023-12-21,0.0985,0.6965,0.20500000000000002,0.0
AMAT,2023-12-22,0.0,1.0,0.0,0.0
AMAT,2023-12-23,0.0,1.0,0.0,0.0
AMAT,2023-12-28,0.0,0.759,0.241,0.2263
AMAT,2023-12-29,0.17966666666666667,0.7036666666666668,0.11666666666666665,-0.21230000000000002
AMAT,2024-01-04,0.0,1.0,0.0,0.0
AMAT,2024-01-09,0.0,1.0,0.0,0.0
AMAT,2024-01-10,0.0,0.821,0.179,0.34
AMAT,2024-01-11,0.0,1.0,0.0,0.0
AMAT,2024-01-15,0.0,0.769,0.231,0.743
AMAT,2024-01-17,0.0,1.0,0.0,0.0
AMAT,2024-01-18,0.0,1.0,0.0,0.0
AMAT,2024-01-19,0.0,0.728,0.272,0.6249
AMAT,2024-01-21,0.0,0.78,0.22,0.4767
AMAT,2024-01-23,0.0,0.876,0.124,0.2553
AMAT,2024-01-24,0.0,0.7346666666666666,0.26533333333333337,0.4592333333333333
AMAT,2024-01-25,0.0,1.0,0.0,0.0
AMAT,2024-01-26,0.0,0.446,0.554,0.8271
AMAT,2024-01-29,0.0,1.0,0.0,0.0
AMAT,2024-01-30,0.0,0.889,0.111,0.25
AMAT,2024-02-02,0.0,1.0,0.0,0.0
AMCR,2023-02-07,0.0,0.795,0.205,0.2023
AMCR,2023-02-08,0.0,0.816,0.184,0.2023
AMCR,2023-02-09,0.0,1.0,0.0,0.0
AMCR,2023-02-11,0.189,0.811,0.0,-0.1027
AMCR,2023-02-14,0.0,0.896,0.104,0.296
AMCR,2023-02-23,0.0,0.74,0.26,0.37895
AMCR,2023-03-08,0.0,1.0,0.0,0.0
AMCR,2023-03-09,0.0,0.685,0.315,0.5574
AMCR,2023-03-21,0.158,0.842,0.0,-0.128
AMCR,2023-03-22,0.0,0.802,0.198,0.4939
AMCR,2023-03-23,0.0,0.778,0.222,0.36755
AMCR,2023-04-06,0.0,1.0,0.0,0.0
AMCR,2023-04-13,0.0,0.872,0.128,0.2263
AMCR,2023-04-18,0.0,1.0,0.0,0.0
AMCR,2023-04-20,0.0,0.752,0.248,0.5106
AMCR,2023-04-21,0.0,0.7715000000000001,0.2285,0.31845
AMCR,2023-04-26,0.0,1.0,0.0,0.0
AMCR,2023-04-28,0.0,1.0,0.0,0.0
AMCR,2023-05-02,0.0,1.0,0.0,0.0
AMCR,2023-05-03,0.04766666666666666,0.9523333333333334,0.0,-0.042666666666666665
AMCR,2023-05-04,0.0,1.0,0.0,0.0
AMCR,2023-05-06,0.139,0.861,0.0,-0.2732
AMCR,2023-05-07,0.189,0.811,0.0,-0.1027
AMCR,2023-05-08,0.0,1.0,0.0,0.0
AMCR,2023-05-10,0.0,1.0,0.0,0.0
AMCR,2023-05-18,0.0,1.0,0.0,0.0
AMCR,2023-05-24,0.0,1.0,0.0,0.0
AMCR,2023-06-01,0.208,0.792,0.0,-0.3454
AMCR,2023-06-13,0.0,0.877,0.123,0.1027
AMCR,2023-06-14,0.0,0.833,0.167,0.1027
AMCR,2023-06-15,0.0,0.8,0.2,0.4588
AMCR,2023-06-16,0.0,1.0,0.0,0.0
AMCR,2023-06-21,0.0,1.0,0.0,0.0
AMCR,2023-06-29,0.0,1.0,0.0,0.0
AMCR,2023-07-05,0.068,0.726,0.206,0.30555
AMCR,2023-07-13,0.169,0.602,0.229,0.25
AMCR,2023-07-22,0.0,1.0,0.0,0.0
AMCR,2023-08-02,0.0,0.6234999999999999,0.3765,0.36345
AMCR,2023-08-09,0.064,0.9359999999999999,0.0,-0.07543333333333334
AMCR,2023-08-11,0.0,0.853,0.147,0.2263
AMCR,2023-08-15,0.0,1.0,0.0,0.0
AMCR,2023-08-16,0.0,1.0,0.0,0.0
AMCR,2023-08-17,0.0945,0.9055,0.0,-0.1366
AMCR,2023-08-18,0.0,1.0,0.0,0.0
AMCR,2023-08-29,0.0,1.0,0.0,0.0
AMCR,2023-08-30,0.0,1.0,0.0,0.0
AMCR,2023-08-31,0.0,0.588,0.412,0.6369
AMCR,2023-09-05,0.0,1.0,0.0,0.0
AMCR,2023-09-11,0.0,1.0,0.0,0.0
AMCR,2023-09-12,0.0,1.0,0.0,0.0
AMCR,2023-09-15,0.0,1.0,0.0,0.0
AMCR,2023-09-26,0.0,1.0,0.0,0.0
AMCR,2023-10-04,0.0,0.763,0.237,0.4767
AMCR,2023-10-07,0.0,1.0,0.0,0.0
AMCR,2023-10-14,0.0,0.769,0.231,0.2023
AMCR,2023-10-17,0.0,1.0,0.0,0.0
AMCR,2023-10-19,0.0,1.0,0.0,0.0
AMCR,2023-10-22,0.0,0.625,0.375,0.6369
AMCR,2023-10-25,0.0,1.0,0.0,0.0
AMCR,2023-10-26,0.0,1.0,0.0,0.0
AMCR,2023-10-31,0.03575,0.96425,0.0,-0.032
AMCR,2023-11-01,0.0,1.0,0.0,0.0
AMCR,2023-11-02,0.0,1.0,0.0,0.0
AMCR,2023-11-08,0.0,0.758,0.242,0.4939
AMCR,2023-11-09,0.0,1.0,0.0,0.0
AMCR,2023-11-20,0.0,1.0,0.0,0.0
AMCR,2023-11-30,0.0,1.0,0.0,0.0
AMCR,2023-12-15,0.0,1.0,0.0,0.0
AMCR,2023-12-18,0.0,1.0,0.0,0.0
AMCR,2023-12-19,0.0,0.762,0.238,0.3612
AMCR,2023-12-22,0.0,0.745,0.255,0.34
AMCR,2023-12-31,0.0,1.0,0.0,0.0
AMCR,2024-01-03,0.0,1.0,0.0,0.0
AMCR,2024-01-08,0.0,1.0,0.0,0.0
AMCR,2024-01-09,0.0,0.704,0.296,0.6369
AMCR,2024-01-23,0.0,1.0,0.0,0.0
AMCR,2024-01-29,0.0,0.7715000000000001,0.2285,0.31845
AMCR,2024-01-31,0.0,0.6675,0.3325,0.6427499999999999
AMCR,2024-02-02,0.0,1.0,0.0,0.0
AMD,2024-01-30,0.028354838709677418,0.871,0.10064516129032258,0.12859032258064515
AMD,2024-01-31,0.07751162790697674,0.8426976744186045,0.07981395348837209,-0.017804651162790695
AMD,2024-02-01,0.04311111111111111,0.888,0.06888888888888889,0.04716666666666666
AMD,2024-02-02,0.049875,0.712,0.238125,0.2939
AMD,2024-02-03,0.06711111111111111,0.8677777777777779,0.0651111111111111,0.06947777777777779
AME,2023-05-24,0.0,0.8056666666666666,0.19433333333333333,0.27086666666666664
AME,2023-05-25,0.0,1.0,0.0,0.0
AME,2023-05-26,0.0,0.769,0.231,0.5106
AME,2023-05-31,0.0,0.833,0.167,0.1027
AME,2023-06-01,0.0,1.0,0.0,0.0
AME,2023-06-09,0.0,0.5885,0.4115,0.54825
AME,2023-06-13,0.0,0.847,0.153,0.2707
AME,2023-06-14,0.0,0.5860000000000001,0.41400000000000003,0.54785
AME,2023-06-15,0.0,0.629,0.371,0.6486
AME,2023-06-20,0.0,0.777,0.223,0.3182
AME,2023-06-21,0.0,1.0,0.0,0.0
AME,2023-06-22,0.253,0.4415,0.3055,0.01535000000000003
AME,2023-06-23,0.0,0.44,0.56,0.7672
AME,2023-06-26,0.0,0.658,0.34199999999999997,0.47685
AME,2023-06-27,0.0,0.588,0.412,0.6369
AME,2023-06-28,0.0,0.882,0.118,0.0516
AME,2023-07-03,0.0,0.823,0.177,0.4215
AME,2023-07-05,0.0,1.0,0.0,0.0
AME,2023-07-06,0.0615,0.7324999999999999,0.206,0.2671
AME,2023-07-07,0.0,0.723,0.277,0.3182
AME,2023-07-10,0.0,0.549,0.451,0.4767
AME,2023-07-14,0.0,1.0,0.0,0.0
AME,2023-07-19,0.0,0.573,0.427,0.7717
AME,2023-07-24,0.0,0.465,0.535,0.7096
AME,2023-07-28,0.0,0.8845000000000001,0.1155,0.20095
AME,2023-07-31,0.0,0.738,0.262,0.4939
AME,2023-08-01,0.0,0.9542857142857143,0.045714285714285714,0.07294285714285716
AME,2023-08-02,0.0,1.0,0.0,0.0
AME,2023-08-03,0.0,0.686,0.314,0.4939
AME,2023-08-04,0.0,1.0,0.0,0.0
AME,2023-08-05,0.0,1.0,0.0,0.0
AME,2023-08-07,0.0,0.603,0.397,0.5574
AME,2023-08-09,0.0,0.561,0.439,0.5719
AME,2023-08-14,0.0,0.325,0.675,0.886
AME,2023-08-15,0.0,1.0,0.0,0.0
AME,2023-08-31,0.0,1.0,0.0,0.0
AME,2023-09-06,0.0,0.588,0.412,0.4215
AME,2023-09-08,0.0,0.789,0.211,0.34
AME,2023-09-12,0.0,0.579,0.421,0.6249
AME,2023-09-14,0.0,0.9099999999999999,0.09,0.148
AME,2023-10-12,0.0,0.761,0.239,0.296
AME,2023-10-13,0.0,1.0,0.0,0.0
AME,2023-10-16,0.0,1.0,0.0,0.0
AME,2023-10-25,0.186,0.814,0.0,-0.1531
AME,2023-10-26,0.0,1.0,0.0,0.0
AME,2023-10-30,0.0,1.0,0.0,0.0
AME,2023-10-31,0.0,0.8774615384615385,0.12253846153846154,0.19608461538461538
AME,2023-11-01,0.0,1.0,0.0,0.0
AME,2023-11-02,0.0,1.0,0.0,0.0
AME,2023-11-03,0.0,1.0,0.0,0.0
AME,2023-11-07,0.0,1.0,0.0,0.0
AME,2023-11-15,0.0,0.804,0.196,0.296
AME,2023-11-22,0.0,1.0,0.0,0.0
AME,2023-11-30,0.0,1.0,0.0,0.0
AME,2023-12-06,0.0,0.833,0.167,0.2023
AME,2023-12-07,0.0,1.0,0.0,0.0
AME,2023-12-08,0.0,1.0,0.0,0.0
AME,2023-12-12,0.0,0.704,0.296,0.6369
AME,2023-12-16,0.0,0.82,0.18,0.296
AME,2024-01-15,0.0,1.0,0.0,0.0
AME,2024-01-16,0.0,0.9165,0.0835,0.17
AME,2024-01-19,0.0,1.0,0.0,0.0
AME,2024-01-29,0.0,1.0,0.0,0.0
AME,2024-02-01,0.0,1.0,0.0,0.0
AME,2024-02-03,0.0,0.552,0.448,0.8074
AMGN,2023-11-29,0.0,0.769,0.231,0.34
AMGN,2023-11-30,0.0,1.0,0.0,0.0
AMGN,2023-12-01,0.15333333333333332,0.8466666666666667,0.0,-0.24546666666666664
AMGN,2023-12-03,0.0,0.867,0.133,0.25
AMGN,2023-12-04,0.104,0.694,0.201,0.34
AMGN,2023-12-06,0.21,0.7195,0.0705,-0.11905
AMGN,2023-12-08,0.0,0.8915,0.1085,0.1806
AMGN,2023-12-09,0.202,0.798,0.0,-0.1326
AMGN,2023-12-10,0.072,0.8300000000000001,0.09799999999999999,0.021733333333333344
AMGN,2023-12-11,0.063,0.81525,0.12175,0.072225
AMGN,2023-12-12,0.0,0.7966666666666667,0.20333333333333334,0.35180000000000006
AMGN,2023-12-13,0.129,0.8205,0.0505,-0.2812
AMGN,2023-12-14,0.0,0.8748333333333335,0.12516666666666668,0.17876666666666666
AMGN,2023-12-15,0.0,0.816,0.184,0.2023
AMGN,2023-12-17,0.0,1.0,0.0,0.0
AMGN,2023-12-18,0.0,0.852,0.148,0.16423333333333334
AMGN,2023-12-19,0.0,0.8616666666666667,0.13833333333333334,0.2014
AMGN,2023-12-21,0.0,1.0,0.0,0.0
AMGN,2023-12-22,0.0,1.0,0.0,0.0
AMGN,2023-12-26,0.0978,0.8332,0.06899999999999999,-0.12728
AMGN,2023-12-27,0.131,0.773,0.096,-0.1338
AMGN,2023-12-29,0.0,0.80875,0.19124999999999998,0.25112500000000004
AMGN,2024-01-02,0.307,0.693,0.0,-0.4767
AMGN,2024-01-03,0.0,1.0,0.0,0.0
AMGN,2024-01-04,0.0,0.7355,0.2645,0.43335
AMGN,2024-01-05,0.0,0.806,0.194,0.34
AMGN,2024-01-06,0.0,0.722,0.278,0.4019
AMGN,2024-01-08,0.0,0.7444999999999999,0.2555,0.4111
AMGN,2024-01-09,0.134,0.8235,0.0425,-0.29124999999999995
AMGN,2024-01-10,0.075,0.706,0.219,0.14060000000000003
AMGN,2024-01-11,0.14375,0.731,0.125,-0.048549999999999996
AMGN,2024-01-12,0.0,0.839,0.161,0.3182
AMGN,2024-01-15,0.0,0.779,0.22099999999999997,0.4767
AMGN,2024-01-17,0.0,1.0,0.0,0.0
AMGN,2024-01-18,0.0,0.769,0.231,0.34
AMGN,2024-01-19,0.27175,0.64425,0.08399999999999999,-0.322775
AMGN,2024-01-20,0.0,1.0,0.0,0.0
AMGN,2024-01-22,0.0,0.686,0.314,0.4939
AMGN,2024-01-23,0.0,0.519,0.481,0.7579
AMGN,2024-01-25,0.0,0.94225,0.05775,0.085
AMGN,2024-01-27,0.239,0.761,0.0,-0.6597
AMGN,2024-01-29,0.071,0.8346,0.0944,0.05910000000000002
AMGN,2024-01-30,0.0,1.0,0.0,0.0
AMGN,2024-01-31,0.0,1.0,0.0,0.0
AMGN,2024-02-01,0.0,1.0,0.0,0.0
AMP,2023-07-26,0.0,1.0,0.0,0.0
AMP,2023-07-27,0.0,1.0,0.0,0.0
AMP,2023-07-28,0.0,0.8506666666666667,0.14933333333333335,0.2526333333333333
AMP,2023-07-29,0.0,0.848,0.152,0.3612
AMP,2023-07-30,0.0,0.839,0.161,0.3182
AMP,2023-07-31,0.0,0.796,0.204,0.42935
AMP,2023-08-04,0.057,0.8770000000000001,0.066,0.025733333333333334
AMP,2023-08-07,0.0,0.805,0.195,0.4404
AMP,2023-08-11,0.0,0.841,0.159,0.3404
AMP,2023-08-25,0.0,0.723,0.277,0.3182
AMP,2023-08-29,0.0,0.8845000000000001,0.1155,0.17
AMP,2023-09-07,0.0,0.794,0.206,0.3818
AMP,2023-09-08,0.0,0.792,0.208,0.6369
AMP,2023-09-09,0.0,0.58,0.42,0.7003
AMP,2023-09-11,0.0,1.0,0.0,0.0
AMP,2023-09-18,0.08325,0.792,0.12475,0.087925
AMP,2023-09-19,0.0,0.593,0.407,0.5859
AMP,2023-09-20,0.0,1.0,0.0,0.0
AMP,2023-09-21,0.0,0.87,0.13,0.2023
AMP,2023-09-28,0.0,1.0,0.0,0.0
AMP,2023-10-02,0.0,0.581,0.419,0.7351
AMP,2023-10-03,0.0,0.704,0.296,0.4939
AMP,2023-10-12,0.0,0.8335,0.1665,0.1806
AMP,2023-10-13,0.0,1.0,0.0,0.0
AMP,2023-10-18,0.0,1.0,0.0,0.0
AMP,2023-10-19,0.0,1.0,0.0,0.0
AMP,2023-10-24,0.0,0.7190000000000001,0.281,0.5152
AMP,2023-10-25,0.0,0.9432857142857143,0.05671428571428572,0.07962857142857142
AMP,2023-10-26,0.0,0.8815,0.1185,0.183775
AMP,2023-10-28,0.0,1.0,0.0,0.0
AMP,2023-10-31,0.0,0.585,0.415,0.7579
AMP,2023-11-02,0.0,0.817,0.183,0.37895
AMP,2023-11-03,0.0,0.8649999999999999,0.135,0.25943333333333335
AMP,2023-11-06,0.0,0.82,0.18,0.296
AMP,2023-11-09,0.127,0.539,0.333,0.6369
AMP,2023-11-10,0.0,0.738,0.262,0.4939
AMP,2023-11-13,0.0,0.803,0.197,0.4019
AMP,2023-11-15,0.0,1.0,0.0,0.0
AMP,2023-11-16,0.0,0.8,0.2,0.6124
AMP,2023-11-18,0.0,1.0,0.0,0.0
AMP,2023-11-24,0.0,1.0,0.0,0.0
AMP,2023-11-27,0.232,0.56,0.208,-0.0772
AMP,2023-12-04,0.0,0.685,0.315,0.7096
AMP,2023-12-12,0.246,0.508,0.246,0.0
AMP,2023-12-22,0.222,0.635,0.143,-0.25
AMP,2023-12-26,0.0,0.519,0.481,0.8126
AMP,2024-01-03,0.0,1.0,0.0,0.0
AMP,2024-01-04,0.0,1.0,0.0,0.0
AMP,2024-01-05,0.0,1.0,0.0,0.0
AMP,2024-01-08,0.0,0.653,0.347,0.7096
AMP,2024-01-10,0.0,1.0,0.0,0.0
AMP,2024-01-17,0.0,1.0,0.0,0.0
AMP,2024-01-18,0.0,0.602,0.398,0.6486
AMP,2024-01-19,0.0,0.901,0.099,0.24695
AMP,2024-01-22,0.0,0.7095,0.2905,0.5758
AMP,2024-01-24,0.0,0.862625,0.137375,0.2734125
AMP,2024-01-25,0.0,1.0,0.0,0.0
AMP,2024-01-26,0.0,1.0,0.0,0.0
AMP,2024-01-27,0.0,1.0,0.0,0.0
AMP,2024-01-29,0.0,0.76,0.24,0.4767
AMP,2024-01-31,0.0,0.738,0.262,0.43435
AMP,2024-02-01,0.228,0.626,0.146,-0.13055
AMP,2024-02-02,0.0,0.707,0.293,0.4404
AMT,2023-10-25,0.0,1.0,0.0,0.0
AMT,2023-10-26,0.049769230769230774,0.9083076923076923,0.041923076923076924,0.009453846153846155
AMT,2023-10-27,0.0,0.8610000000000001,0.13899999999999998,0.17020000000000002
AMT,2023-10-28,0.0985,0.8029999999999999,0.0985,0.0
AMT,2023-10-29,0.0,0.741,0.259,0.6369
AMT,2023-10-30,0.0,1.0,0.0,0.0
AMT,2023-11-01,0.0,0.8973333333333334,0.10266666666666667,0.20413333333333336
AMT,2023-11-02,0.09059999999999999,0.6721999999999999,0.2372,0.2492
AMT,2023-11-03,0.138,0.862,0.0,-0.1531
AMT,2023-11-06,0.0,0.781,0.219,0.3592
AMT,2023-11-08,0.0,0.625,0.375,0.4588
AMT,2023-11-09,0.093,0.802,0.105,0.0516
AMT,2023-11-10,0.0,0.8255,0.1745,0.3548
AMT,2023-11-12,0.0,0.565,0.435,0.659
AMT,2023-11-13,0.0,1.0,0.0,0.0
AMT,2023-11-14,0.0,0.8,0.2,0.3612
AMT,2023-11-15,0.0,1.0,0.0,0.0
AMT,2023-11-20,0.0,0.8514999999999999,0.1485,0.29295
AMT,2023-11-22,0.0,1.0,0.0,0.0
AMT,2023-11-24,0.0,0.543,0.457,0.6369
AMT,2023-11-27,0.0,0.625,0.375,0.6369
AMT,2023-11-29,0.0,1.0,0.0,0.0
AMT,2023-12-01,0.0,1.0,0.0,0.0
AMT,2023-12-05,0.0,1.0,0.0,0.0
AMT,2023-12-06,0.0,1.0,0.0,0.0
AMT,2023-12-07,0.1025,0.8975,0.0,-0.10115
AMT,2023-12-08,0.0,1.0,0.0,0.0
AMT,2023-12-12,0.0,0.909,0.091,0.1779
AMT,2023-12-13,0.096,0.904,0.0,-0.11315
AMT,2023-12-14,0.0,1.0,0.0,0.0
AMT,2023-12-16,0.0,1.0,0.0,0.0
AMT,2023-12-17,0.168,0.687,0.145,-0.0772
AMT,2023-12-20,0.0,0.769,0.231,0.2023
AMT,2023-12-21,0.0,0.488,0.512,0.6369
AMT,2023-12-22,0.0,1.0,0.0,0.0
AMT,2023-12-26,0.0,1.0,0.0,0.0
AMT,2023-12-27,0.0,1.0,0.0,0.0
AMT,2023-12-28,0.316,0.684,0.0,-0.5709
AMT,2023-12-29,0.0,0.866,0.134,0.2553
AMT,2024-01-04,0.0,0.8915,0.1085,0.22462500000000002
AMT,2024-01-05,0.0,0.94725,0.05275,0.085
AMT,2024-01-06,0.0,1.0,0.0,0.0
AMT,2024-01-08,0.0,0.686,0.314,0.6705
AMT,2024-01-09,0.0,1.0,0.0,0.0
AMT,2024-01-11,0.0,1.0,0.0,0.0
AMT,2024-01-16,0.0,0.752,0.248,0.6808
AMT,2024-01-17,0.0,1.0,0.0,0.0
AMT,2024-01-18,0.0,1.0,0.0,0.0
AMT,2024-01-19,0.0,1.0,0.0,0.0
AMT,2024-01-22,0.0,1.0,0.0,0.0
AMT,2024-01-23,0.0,0.7736666666666667,0.22633333333333336,0.40173333333333333
AMT,2024-01-25,0.088,0.852,0.06,-0.10115
AMT,2024-01-26,0.0,1.0,0.0,0.0
AMT,2024-01-28,0.0,1.0,0.0,0.0
AMT,2024-01-29,0.0,1.0,0.0,0.0
AMT,2024-02-01,0.0965,0.7595000000000001,0.1445,0.1591
AMZN,2024-02-01,0.01596153846153846,0.7260000000000001,0.25803846153846155,0.35381923076923083
AMZN,2024-02-02,0.01646551724137931,0.7973620689655172,0.1861896551724138,0.27854137931034484
AMZN,2024-02-03,0.0315,0.7508125,0.217625,0.36170625
ANET,2023-10-30,0.0,1.0,0.0,0.0
ANET,2023-10-31,0.028636363636363637,0.8396818181818181,0.13177272727272726,0.16092272727272727
ANET,2023-11-01,0.0,0.8402857142857142,0.15971428571428573,0.2014
ANET,2023-11-02,0.0,0.9181428571428573,0.08185714285714285,0.09578571428571428
ANET,2023-11-03,0.020875,0.88325,0.095875,0.1402625
ANET,2023-11-07,0.0,0.888,0.112,0.1909
ANET,2023-11-08,0.0,0.74,0.26,0.4074
ANET,2023-11-09,0.0,0.485,0.515,0.6486
ANET,2023-11-10,0.0,1.0,0.0,0.0
ANET,2023-11-13,0.0,1.0,0.0,0.0
ANET,2023-11-16,0.056,0.862,0.082,0.10115
ANET,2023-11-22,0.0,0.732,0.268,0.5106
ANET,2023-11-23,0.0,0.682,0.318,0.4939
ANET,2023-11-24,0.0,1.0,0.0,0.0
ANET,2023-11-29,0.0,0.9065,0.0935,0.1591
ANET,2023-11-30,0.0,1.0,0.0,0.0
ANET,2023-12-01,0.0,1.0,0.0,0.0
ANET,2023-12-04,0.0,0.543,0.457,0.7096
ANET,2023-12-06,0.174,0.826,0.0,-0.2732
ANET,2023-12-11,0.0,0.7989999999999999,0.201,0.3818
ANET,2023-12-13,0.0,0.618,0.382,0.7783
